title,license,access_level,keywords,last_validation_date,update_frequency,last_update_date,last_update_location,over_due_frequency_ratio,num_hosted_data_files,num_linked_data_files,num_supporting_files,organization,groups,as_of
Community Supervision Per Diems,License Not Specified,under_review,"Justice and Public Safety, Government",2017-02-01,yearly,,,,0,0,0,Solicitor General,,2020-09-10
Community Support Service (CSS) locations,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Health, Home and community",2020-04-05,yearly,2020-04-05,external_link,,0,1,2,Health,2019 Novel Coronavirus,2020-09-10
Community Support Services,License Not Specified,restricted,"Housing Communities and Social Support, Health, Health and wellness",2018-07-26,quarterly,,,,0,0,0,Health,,2020-09-10
Community Treatment Orders Information Records (CTOIR)/CTO,License Not Specified,restricted,"Housing Communities and Social Support, Health, Health and wellness",2017-01-13,other,,,,0,0,0,Health,,2020-09-10
Companies actively exploring in Ontario,License Not Specified,under_review,"Economy and Business, Environment and Natural Resources, Business and economy",2016-10-13,yearly,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
"Comparative Birth, Death, Marriage data",Open Government Licence – Ontario,open,"Government and Finance, Home and community",2020-07-21,yearly,2020-07-21,hosted,,1,0,0,Government and Consumer Services,,2020-09-10
Comparative Reports,License Not Specified,restricted,"Health, Health and wellness",2018-07-26,quarterly,,,,0,0,0,Health,,2020-09-10
COMPASS Photographic Highway Camera Data,License Not Specified,under_review,"Infrastructure and Transportation, Driving and roads",2017-04-03,as_required,,,,0,0,0,Transportation,,2020-09-10
Complains regarding child care facilities,License Not Specified,under_review,"Housing Communities and Social Support, Education and Training, Government",2017-02-22,other,,,,0,0,0,Education,,2020-09-10
Completed appeals under the Line Fences Act,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Law and safety",2019-10-18,as_required,2019-10-18,external_link,,0,1,0,Agriculture Food and Rural Affairs,,2020-09-10
Complex continuing care funding analysis data,License Not Specified,restricted,"Health, Health and wellness",2018-07-26,other,,,,0,0,0,Health,,2020-09-10
Complex continuing care reporting data,License Not Specified,restricted,"Health, Health and wellness",2018-07-26,yearly,,,,0,0,0,Health,,2020-09-10
Complex special needs data,License Not Specified,restricted,"Housing Communities and Social Support, Government",2016-12-21,monthly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Complex special needs intake,License Not Specified,restricted,"Housing Communities and Social Support, Government",2016-12-21,monthly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Complex special needs reporting data - North Region,License Not Specified,restricted,"Housing Communities and Social Support, Government",2016-12-21,as_required,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Complex vehicle and carrier inquiry request data,License Not Specified,under_review,"Infrastructure and Transportation, Driving and roads",2017-04-03,other,,,,0,0,0,Transportation,,2020-09-10
Compliance of licensed child care facilities with licensing requirements,License Not Specified,under_review,"Housing Communities and Social Support, Education and Training, Government",2017-02-22,other,,,,0,0,0,Education,,2020-09-10
Compliance reporting,License Not Specified,under_review,"Government and Finance, Government",2016-10-05,monthly,,,,0,0,0,Finance,,2020-09-10
Compliance Reporting Information System (CRIS),License Not Specified,restricted,"Justice and Public Safety, Government",2017-02-01,as_required,,,,0,0,0,Community Safety and Correctional Services,,2020-09-10
Computer Aided Dispatch by call type,License Not Specified,under_review,"Justice and Public Safety, Government",2017-02-01,yearly,,,,0,0,0,Solicitor General,,2020-09-10
Computer Aided Dispatch (CAD) System,License Not Specified,restricted,"Health, Health and wellness",2018-07-26,other,,,,0,0,0,Health,,2020-09-10
Computer assisted mobile enforcement ofice (CAMEO),License Not Specified,restricted,"Environment and Natural Resources, Government",2017-01-31,as_required,,,,0,0,0,"Environment, Conservation and Parks",,2020-09-10
Concrete residential apartment buildings in the Greater Golden Horseshoe,License Not Specified,under_review,"Housing Communities and Social Support, Government",2017-01-06,other,,,,0,0,0,Municipal Affairs and Housing,,2020-09-10
Confirmed positive cases of COVID-19 in Ontario,Open Government Licence – Ontario,open,"Health, COVID-19, Health and wellness",2020-09-09,daily,2020-09-09,hosted,,2,0,1,Treasury Board Secretariat,2019 Novel Coronavirus,2020-09-10
Conflict of Interest declarations,License Not Specified,restricted,"Agriculture and Food, Economy and Business, Government",2017-01-24,as_required,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Conservation Authority Administrative Area,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,as_required,2013-07-02,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Conservation reserve land ,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2015-04-30,as_required,2015-04-30,external_link,,0,1,0,Natural Resources and Forestry,,2020-09-10
Consolidated autism report (Autism Intervention Program and School Support Program),License Not Specified,under_review,"Housing Communities and Social Support, Health and wellness",2016-12-21,other,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Consolidated Municipal Service Manager (CMSM) inter-municipal social program cost sharing,License Not Specified,under_review,"Housing Communities and Social Support, Government",2017-01-06,yearly,,,,0,0,0,Municipal Affairs and Housing,,2020-09-10
Constable Joe MacDonald Public Safety Officers' Survivors Scholarship Fund,License Not Specified,under_review,"Justice and Public Safety, Housing Communities and Social Support, Education and training",2017-02-01,yearly,,,,0,0,0,Solicitor General,,2020-09-10
Constructed drains,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Government",2015-04-30,as_required,2015-04-30,external_link,,0,2,2,Agriculture Food and Rural Affairs,,2020-09-10
"Construction, engineering and maintenance contract claims",License Not Specified,under_review,"Infrastructure and Transportation, Government",2017-04-03,quarterly,,,,0,0,0,Transportation,,2020-09-10
Construction Notice of Project report,License Not Specified,under_review,"Education and Training, Economy and Business, Infrastructure and Transportation, Government",2016-08-03,yearly,,,,0,0,0,Labour,,2020-09-10
Consular offices in Ontario,License Not Specified,under_review,"Government and Finance, Government",2016-10-21,other,,,,0,0,0,Intergovernmental Affairs,,2020-09-10
Consulting Services Contracts,Open Government Licence – Ontario,open,"Economy and Business, Government and Finance, Government",2020-06-18,yearly,2020-06-18,hosted,,1,0,0,Government and Consumer Services,,2020-09-10
Consumer Beware List (CBL),Ontario.ca Terms of Use,open,"Government and Finance, Business and economy",2018-08-23,other,2018-08-24,external_link,,0,2,0,Government and Consumer Services,,2020-09-10
Consumer expenditures in Ontario,License Not Specified,restricted,"Agriculture and Food, Economy and Business, Government",2017-01-23,yearly,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Consumer Inquiries,Ontario.ca Terms of Use,open,"Economy and Business, Culture and Recreation, Government",2018-08-09,monthly,2018-08-09,external_link,24.4,0,2,0,"Tourism, Culture and Sport",,2020-09-10
Contact Centre Survey Data,License Not Specified,restricted,"Government and Finance, Government",2016-10-05,other,,,,0,0,0,Government and Consumer Services,,2020-09-10
Contact information for potential investment or prospects.,License Not Specified,restricted,"Economy and Business, Government",2017-01-20,quarterly,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Contaminated sites database/historical landfills database,License Not Specified,under_review,"Environment and Natural Resources, Environment and energy",2017-01-31,as_required,,,,0,0,0,"Environment, Conservation and Parks",,2020-09-10
Continuing Education graduates,License Not Specified,under_review,"Education and Training, Education and training",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Continuing Education programs,License Not Specified,under_review,"Education and Training, Education and training",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Contractors who can help control soil erosion on agricultural land,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Government",2017-01-23,as_required,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Contributions under the International Disaster Relief Program,License Not Specified,under_review,"Economy and Business, Government and Finance, Government",2016-10-21,as_required,,,,0,0,0,Intergovernmental Affairs,,2020-09-10
Controlling whitefly in greenhouse ornamentals,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Environment and energy",2017-01-24,as_required,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Convalescent Care Program (CCP) Reporting,License Not Specified,restricted,"Housing Communities and Social Support, Health, Health and wellness",2018-07-26,other,,,,0,0,0,Health and Long-Term Care,,2020-09-10
Conveyancing database,License Not Specified,restricted,"Infrastructure and Transportation, Driving and roads",2017-04-03,other,,,,0,0,0,Transportation,,2020-09-10
Convictions under the Mining Act,License Not Specified,under_review,"Justice and Public Safety, Economy and Business, Environment and Natural Resources, Government",2016-10-13,as_required,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
Cooperation and exchange agreement between Québec and Ontario on Francophonie,License Not Specified,open,"Government and Finance, Government",2019-11-29,yearly,2019-11-29,external_link,,0,2,0,Francophone Affairs,,2020-09-10
Cordon data - directional traffic counts,Open Government Licence – Ontario,open,"Infrastructure and Transportation, Driving and roads",2019-03-15,other,2019-03-15,external_link,,0,2,2,Transportation,,2020-09-10
Corn and soybean neonicotinoid-treated seed data,Open Government Licence – Ontario,open,"Environment and Natural Resources, Environment and energy",2018-02-02,yearly,2018-02-02,external_link,1.6054794520547946,0,2,1,"Environment, Conservation and Parks",,2020-09-10
Coroner’s Death Investigation Data,License Not Specified,restricted,"Health, Health and wellness",2018-07-26,quarterly,,,,0,0,0,Health,,2020-09-10
Coroners' Information System,License Not Specified,restricted,"Justice and Public Safety, Government",2017-02-01,other,,,,0,0,0,Community Safety and Correctional Services,,2020-09-10
